type,_id,customer_key,order_key,purchase_date
 orders,59f3083d1f0d6766995fb5bc,customer_key_28,order_key_112,2007-02-15T10:11:59Z
 orders,59f3083d1f0d6766995fb5bd,customer_key_28,order_key_113,2007-09-25T12:07:58Z
 orders,59f3083d1f0d6766995fb5be,customer_key_28,order_key_114,2016-03-12T11:31:20Z
 orders,59f3083d1f0d6766995fb5bf,customer_key_28,order_key_115,2011-11-20T13:57:25Z
 orders,59f3083d1f0d6766995fb5c0,customer_key_29,order_key_116,2013-11-18T11:19:54Z
 orders,59f3083d1f0d6766995fb5c1,customer_key_29,order_key_117,2009-06-08T09:54:01Z
 orders,59f3083d1f0d6766995fb5c2,customer_key_29,order_key_118,2011-10-18T08:37:58Z
 orders,59f3083d1f0d6766995fb5c3,customer_key_29,order_key_119,2007-11-16T12:22:29Z
 orders,59f3083d1f0d6766995fb5c4,customer_key_30,order_key_120,2013-09-25T18:15:49Z
 orders,59f3083d1f0d6766995fb5c5,customer_key_30,order_key_121,2016-06-09T14:43:09Z
 orders,59f3083d1f0d6766995fb5c6,customer_key_30,order_key_122,2008-11-26T09:50:16Z
 orders,59f3083d1f0d6766995fb5c7,customer_key_30,order_key_123,2009-04-13T18:07:12Z
 orders,59f3083d1f0d6766995fb5c8,customer_key_31,order_key_124,2008-10-11T17:20:16Z
 orders,59f3083d1f0d6766995fb5c9,customer_key_31,order_key_125,2014-10-23T10:29:33Z
 orders,59f3083d1f0d6766995fb5ca,customer_key_31,order_key_126,2016-04-20T17:57:11Z
 orders,59f3083d1f0d6766995fb5cb,customer_key_31,order_key_127,2016-04-28T16:16:53Z
 orders,59f3083d1f0d6766995fb5cc,customer_key_32,order_key_128,2007-09-30T16:48:37Z
 orders,59f3083d1f0d6766995fb5cd,customer_key_32,order_key_129,2015-01-06T12:44:30Z
 orders,59f3083d1f0d6766995fb5ce,customer_key_32,order_key_130,2007-05-20T08:02:58Z
 orders,59f3083d1f0d6766995fb5cf,customer_key_32,order_key_131,2013-04-28T14:54:24Z
 orders,59f3083d1f0d6766995fb5d0,customer_key_33,order_key_132,2014-06-22T15:31:11Z
 orders,59f3083d1f0d6766995fb5d1,customer_key_33,order_key_133,2012-05-03T12:47:54Z
 orders,59f3083d1f0d6766995fb5d2,customer_key_33,order_key_134,2010-08-17T16:30:20Z
 orders,59f3083d1f0d6766995fb5d3,customer_key_33,order_key_135,2009-07-06T10:38:00Z
 orders,59f3083d1f0d6766995fb5d4,customer_key_34,order_key_136,2017-01-02T16:12:56Z
 orders,59f3083d1f0d6766995fb5d5,customer_key_34,order_key_137,2017-01-01T09:58:31Z
 orders,59f3083d1f0d6766995fb5d6,customer_key_34,order_key_138,2016-08-25T10:38:41Z
 orders,59f3083d1f0d6766995fb5d7,customer_key_34,order_key_139,2017-01-01T14:41:06Z
 orders,59f3083d1f0d6766995fb5d8,customer_key_35,order_key_140,2010-11-03T10:00:32Z
 orders,59f3083d1f0d6766995fb5d9,customer_key_35,order_key_141,2010-08-23T18:29:59Z
 orders,59f3083d1f0d6766995fb5da,customer_key_35,order_key_142,2012-02-15T11:43:09Z
 orders,59f3083d1f0d6766995fb5db,customer_key_35,order_key_143,2016-11-21T15:49:45Z
 orders,59f3083d1f0d6766995fb5dc,customer_key_36,order_key_144,2013-11-29T17:47:56Z
 orders,59f3083d1f0d6766995fb5dd,customer_key_36,order_key_145,2007-02-04T17:09:38Z
 orders,59f3083d1f0d6766995fb5de,customer_key_36,order_key_146,2013-03-08T08:48:43Z
 orders,59f3083d1f0d6766995fb5df,customer_key_36,order_key_147,2010-04-04T13:30:27Z
 orders,59f3083d1f0d6766995fb5e0,customer_key_37,order_key_148,2016-06-07T16:43:08Z
 orders,59f3083d1f0d6766995fb5e1,customer_key_37,order_key_149,2017-01-02T18:05:27Z
 orders,59f3083d1f0d6766995fb5e2,customer_key_37,order_key_150,2016-04-13T14:38:02Z
 orders,59f3083d1f0d6766995fb5e3,customer_key_37,order_key_151,2016-11-01T16:21:53Z
 orders,59f3083d1f0d6766995fb5e4,customer_key_38,order_key_152,2008-07-22T08:34:31Z
 orders,59f3083d1f0d6766995fb5e5,customer_key_38,order_key_153,2011-09-14T10:31:27Z
 orders,59f3083d1f0d6766995fb5e6,customer_key_38,order_key_154,2011-10-10T15:00:56Z
 orders,59f3083d1f0d6766995fb5e7,customer_key_38,order_key_155,2014-05-06T18:26:40Z
 orders,59f3083d1f0d6766995fb5e8,customer_key_39,order_key_156,2016-07-22T14:08:25Z
 orders,59f3083d1f0d6766995fb5e9,customer_key_39,order_key_157,2017-01-01T14:21:30Z
 orders,59f3083d1f0d6766995fb5ea,customer_key_39,order_key_158,2010-01-18T13:19:39Z
 orders,59f3083d1f0d6766995fb5eb,customer_key_39,order_key_159,2014-08-06T15:05:03Z
 orders,59f3083d1f0d6766995fb5ec,customer_key_40,order_key_160,2013-02-24T08:21:21Z
 orders,59f3083d1f0d6766995fb5ed,customer_key_40,order_key_161,2016-06-03T08:57:37Z
 orders,59f3083d1f0d6766995fb5ee,customer_key_40,order_key_162,2012-01-20T16:50:41Z
 orders,59f3083d1f0d6766995fb5ef,customer_key_40,order_key_163,2010-10-21T13:21:33Z
 orders,59f3083d1f0d6766995fb5f0,customer_key_41,order_key_164,2011-01-07T09:40:53Z
 orders,59f3083d1f0d6766995fb5f1,customer_key_41,order_key_165,2014-11-22T13:29:30Z
 orders,59f3083d1f0d6766995fb5f2,customer_key_41,order_key_166,2010-06-25T14:02:03Z
 orders,59f3083d1f0d6766995fb5f3,customer_key_41,order_key_167,2012-03-25T17:03:49Z
 orders,59f3083d1f0d6766995fb5f4,customer_key_42,order_key_168,2014-02-28T09:14:42Z
 orders,59f3083d1f0d6766995fb5f5,customer_key_42,order_key_169,2015-07-25T15:19:04Z
 orders,59f3083d1f0d6766995fb5f6,customer_key_42,order_key_170,2016-11-02T14:47:47Z
 orders,59f3083d1f0d6766995fb5f7,customer_key_42,order_key_171,2007-04-07T15:50:43Z
 orders,59f3083d1f0d6766995fb5f8,customer_key_43,order_key_172,2013-04-08T18:36:46Z
 orders,59f3083d1f0d6766995fb5f9,customer_key_43,order_key_173,2008-04-13T16:23:07Z
 orders,59f3083d1f0d6766995fb5fa,customer_key_43,order_key_174,2009-10-24T15:22:15Z
 orders,59f3083d1f0d6766995fb5fb,customer_key_43,order_key_175,2010-06-11T18:02:21Z
 orders,59f3083d1f0d6766995fb5fc,customer_key_44,order_key_176,2008-01-23T12:34:49Z
 orders,59f3083d1f0d6766995fb5fd,customer_key_44,order_key_177,2017-01-01T17:57:31Z
 orders,59f3083d1f0d6766995fb5fe,customer_key_44,order_key_178,2015-11-22T09:33:18Z
 orders,59f3083d1f0d6766995fb5ff,customer_key_44,order_key_179,2011-09-29T08:17:17Z
 orders,59f3083d1f0d6766995fb600,customer_key_45,order_key_180,2012-05-05T11:04:02Z
 orders,59f3083d1f0d6766995fb601,customer_key_45,order_key_181,2017-01-02T08:59:16Z
 orders,59f3083d1f0d6766995fb602,customer_key_45,order_key_182,2014-06-23T14:28:55Z
 orders,59f3083d1f0d6766995fb603,customer_key_45,order_key_183,2015-09-11T15:08:07Z
 orders,59f3083d1f0d6766995fb604,customer_key_46,order_key_184,2016-05-07T08:28:38Z
 orders,59f3083d1f0d6766995fb605,customer_key_46,order_key_185,2013-11-07T09:26:52Z
 orders,59f3083d1f0d6766995fb606,customer_key_46,order_key_186,2010-05-18T08:51:18Z
 orders,59f3083d1f0d6766995fb607,customer_key_46,order_key_187,2013-05-02T12:42:55Z
 orders,59f3083d1f0d6766995fb608,customer_key_47,order_key_188,2014-11-01T10:15:59Z
 orders,59f3083d1f0d6766995fb609,customer_key_47,order_key_189,2012-04-22T09:41:23Z
 orders,59f3083d1f0d6766995fb60a,customer_key_47,order_key_190,2014-11-06T18:11:29Z
 orders,59f3083d1f0d6766995fb60b,customer_key_47,order_key_191,2010-08-08T13:42:19Z
 orders,59f3083d1f0d6766995fb60c,customer_key_48,order_key_192,2017-01-02T14:56:05Z
 orders,59f3083d1f0d6766995fb60d,customer_key_48,order_key_193,2012-11-05T15:57:12Z
 orders,59f3083d1f0d6766995fb60e,customer_key_48,order_key_194,2012-07-16T10:30:46Z
 orders,59f3083d1f0d6766995fb60f,customer_key_48,order_key_195,2007-01-21T15:56:49Z
 orders,59f3083d1f0d6766995fb610,customer_key_49,order_key_196,2007-03-28T08:04:59Z
 orders,59f3083d1f0d6766995fb611,customer_key_49,order_key_197,2017-01-01T12:43:27Z
 orders,59f3083d1f0d6766995fb612,customer_key_49,order_key_198,2014-02-11T16:14:07Z
 orders,59f3083d1f0d6766995fb613,customer_key_49,order_key_199,2011-04-02T18:05:16Z
 orders,59f3083d1f0d6766995fb614,customer_key_50,order_key_200,2013-09-29T08:33:55Z
 orders,59f3083d1f0d6766995fb615,customer_key_50,order_key_201,2009-11-06T13:03:43Z
 orders,59f3083d1f0d6766995fb616,customer_key_50,order_key_202,2010-09-21T17:39:02Z
 orders,59f3083d1f0d6766995fb617,customer_key_50,order_key_203,2012-08-26T13:28:07Z
 orders,59f3083d1f0d6766995fb618,customer_key_51,order_key_204,2011-02-21T14:39:33Z
 orders,59f3083d1f0d6766995fb619,customer_key_51,order_key_205,2007-02-07T13:58:56Z
 orders,59f3083d1f0d6766995fb61a,customer_key_51,order_key_206,2010-04-27T08:06:12Z
 orders,59f3083d1f0d6766995fb61b,customer_key_51,order_key_207,2009-04-06T15:17:13Z
 orders,59f3083d1f0d6766995fb61c,customer_key_52,order_key_208,2016-06-09T13:46:24Z
 orders,59f3083d1f0d6766995fb61d,customer_key_52,order_key_209,2009-06-25T16:15:51Z
 orders,59f3083d1f0d6766995fb61e,customer_key_52,order_key_210,2010-09-02T15:38:02Z
 orders,59f3083d1f0d6766995fb61f,customer_key_52,order_key_211,2013-02-27T08:42:20Z
 orders,59f3083d1f0d6766995fb620,customer_key_53,order_key_212,2007-05-21T09:55:58Z
 orders,59f3083d1f0d6766995fb621,customer_key_53,order_key_213,2017-01-01T12:55:11Z
 orders,59f3083d1f0d6766995fb622,customer_key_53,order_key_214,2011-11-25T13:21:15Z
 orders,59f3083d1f0d6766995fb623,customer_key_53,order_key_215,2009-01-28T18:47:52Z
 orders,59f3083d1f0d6766995fb624,customer_key_54,order_key_216,2009-07-02T16:26:50Z
 orders,59f3083d1f0d6766995fb625,customer_key_54,order_key_217,2010-09-30T12:42:46Z
 orders,59f3083d1f0d6766995fb626,customer_key_54,order_key_218,2013-09-19T14:44:51Z
 orders,59f3083d1f0d6766995fb627,customer_key_54,order_key_219,2010-04-29T09:14:49Z
 orders,59f3083d1f0d6766995fb628,customer_key_55,order_key_220,2015-11-12T09:03:39Z
 orders,59f3083d1f0d6766995fb629,customer_key_55,order_key_221,2011-09-22T12:49:55Z
 orders,59f3083d1f0d6766995fb62a,customer_key_55,order_key_222,2011-11-10T16:15:28Z
 orders,59f3083d1f0d6766995fb62b,customer_key_55,order_key_223,2010-05-28T16:48:31Z
 orders,59f3083d1f0d6766995fb62c,customer_key_56,order_key_224,2015-08-14T08:44:44Z
 orders,59f3083d1f0d6766995fb62d,customer_key_56,order_key_225,2017-01-01T14:10:09Z
 orders,59f3083d1f0d6766995fb62e,customer_key_56,order_key_226,2009-11-03T16:23:14Z
 orders,59f3083d1f0d6766995fb62f,customer_key_56,order_key_227,2017-01-02T09:30:07Z
 orders,59f3083d1f0d6766995fb630,customer_key_57,order_key_228,2011-04-12T12:17:06Z
 orders,59f3083d1f0d6766995fb631,customer_key_57,order_key_229,2007-03-24T16:18:25Z
 orders,59f3083d1f0d6766995fb632,customer_key_57,order_key_230,2007-02-03T16:13:34Z
 orders,59f3083d1f0d6766995fb633,customer_key_57,order_key_231,2013-03-30T11:44:38Z
 orders,59f3083d1f0d6766995fb634,customer_key_58,order_key_232,2015-10-19T15:18:21Z
 orders,59f3083d1f0d6766995fb635,customer_key_58,order_key_233,2010-07-03T09:04:59Z
 orders,59f3083d1f0d6766995fb636,customer_key_58,order_key_234,2015-11-07T08:02:01Z
 orders,59f3083d1f0d6766995fb637,customer_key_58,order_key_235,2013-03-30T11:52:01Z
 orders,59f3083d1f0d6766995fb638,customer_key_59,order_key_236,2013-01-19T09:01:33Z
 orders,59f3083d1f0d6766995fb639,customer_key_59,order_key_237,2016-09-29T08:48:00Z
 orders,59f3083d1f0d6766995fb63a,customer_key_59,order_key_238,2011-11-21T14:00:28Z
 orders,59f3083d1f0d6766995fb63b,customer_key_59,order_key_239,2009-05-07T08:58:55Z
 orders,59f3083d1f0d6766995fb63c,customer_key_60,order_key_240,2009-02-14T13:50:18Z
 orders,59f3083d1f0d6766995fb63d,customer_key_60,order_key_241,2016-01-20T08:29:12Z
 orders,59f3083d1f0d6766995fb63e,customer_key_60,order_key_242,2017-01-01T14:28:01Z
 orders,59f3083d1f0d6766995fb63f,customer_key_60,order_key_243,2008-09-19T18:09:38Z
 orders,59f3083d1f0d6766995fb640,customer_key_61,order_key_244,2007-11-15T13:51:19Z
 orders,59f3083d1f0d6766995fb641,customer_key_61,order_key_245,2008-04-15T10:19:39Z
 orders,59f3083d1f0d6766995fb642,customer_key_61,order_key_246,2014-02-07T09:57:06Z
 orders,59f3083d1f0d6766995fb643,customer_key_61,order_key_247,2010-08-20T10:10:30Z
 orders,59f3083d1f0d6766995fb644,customer_key_62,order_key_248,2014-02-18T13:27:40Z
 orders,59f3083d1f0d6766995fb645,customer_key_62,order_key_249,2010-08-02T10:33:22Z
 orders,59f3083d1f0d6766995fb646,customer_key_62,order_key_250,2009-09-23T12:15:28Z
 orders,59f3083d1f0d6766995fb647,customer_key_62,order_key_251,2009-07-16T17:26:03Z
 orders,59f3083d1f0d6766995fb648,customer_key_63,order_key_252,2013-07-20T09:54:57Z
 orders,59f3083d1f0d6766995fb649,customer_key_63,order_key_253,2014-08-15T16:16:52Z
 orders,59f3083d1f0d6766995fb64a,customer_key_63,order_key_254,2007-07-31T10:24:05Z
 orders,59f3083d1f0d6766995fb64b,customer_key_63,order_key_255,2007-01-06T11:19:08Z
 orders,59f3083d1f0d6766995fb64c,customer_key_64,order_key_256,2011-08-01T14:54:59Z
 orders,59f3083d1f0d6766995fb64d,customer_key_64,order_key_257,2008-03-18T18:00:59Z
 orders,59f3083d1f0d6766995fb64e,customer_key_64,order_key_258,2009-04-18T11:11:49Z
 orders,59f3083d1f0d6766995fb64f,customer_key_64,order_key_259,2011-09-02T18:24:13Z
 orders,59f3083d1f0d6766995fb650,customer_key_65,order_key_260,2015-11-26T15:26:58Z
 orders,59f3083d1f0d6766995fb651,customer_key_65,order_key_261,2015-05-04T10:33:33Z
 orders,59f3083d1f0d6766995fb652,customer_key_65,order_key_262,2015-03-11T18:30:03Z
 orders,59f3083d1f0d6766995fb653,customer_key_65,order_key_263,2014-09-21T14:20:19Z
 orders,59f3083d1f0d6766995fb654,customer_key_66,order_key_264,2013-02-08T17:26:39Z
 orders,59f3083d1f0d6766995fb655,customer_key_66,order_key_265,2014-07-22T14:23:38Z
 orders,59f3083d1f0d6766995fb656,customer_key_66,order_key_266,2008-08-06T11:26:33Z
 orders,59f3083d1f0d6766995fb657,customer_key_66,order_key_267,2007-10-08T13:04:07Z
 orders,59f3083d1f0d6766995fb658,customer_key_67,order_key_268,2013-05-06T12:07:18Z
 orders,59f3083d1f0d6766995fb659,customer_key_67,order_key_269,2016-02-04T15:38:47Z
 orders,59f3083d1f0d6766995fb65a,customer_key_67,order_key_270,2016-03-15T10:09:54Z
 orders,59f3083d1f0d6766995fb65b,customer_key_67,order_key_271,2017-01-01T08:00:17Z
 orders,59f3083d1f0d6766995fb65c,customer_key_68,order_key_272,2014-02-10T10:46:09Z
 orders,59f3083d1f0d6766995fb65d,customer_key_68,order_key_273,2009-10-30T12:24:10Z
 orders,59f3083d1f0d6766995fb65e,customer_key_68,order_key_274,2017-01-01T08:28:52Z
 orders,59f3083d1f0d6766995fb65f,customer_key_68,order_key_275,2010-04-16T15:59:36Z
 orders,59f3083d1f0d6766995fb660,customer_key_69,order_key_276,2011-08-23T13:23:36Z
 orders,59f3083d1f0d6766995fb661,customer_key_69,order_key_277,2015-08-17T12:27:29Z
 orders,59f3083d1f0d6766995fb662,customer_key_69,order_key_278,2009-02-09T08:07:18Z
 orders,59f3083d1f0d6766995fb663,customer_key_69,order_key_279,2015-09-03T15:15:36Z
 orders,59f3083d1f0d6766995fb664,customer_key_70,order_key_280,2016-06-02T16:27:42Z
 orders,59f3083d1f0d6766995fb665,customer_key_70,order_key_281,2015-09-29T18:18:25Z
 orders,59f3083d1f0d6766995fb666,customer_key_70,order_key_282,2007-10-02T12:15:47Z
 orders,59f3083d1f0d6766995fb667,customer_key_70,order_key_283,2012-09-07T10:57:41Z
 orders,59f3083d1f0d6766995fb668,customer_key_71,order_key_284,2009-02-08T09:53:45Z
