type,_id,A_Name,B_Released,D_Metacritic,C_Recommendations,IsFree,IsNonGame,IsIndie,IsAction,IsAdventure,IsCasual,IsStrategy,IsRPG,IsSimulation,IsEarlyAccess,IsFreeToPlay,IsSports,IsRacing,IsMassivelyMultiplayer,PriceInitial
 steamgames,59f307b41f0d6766995cd79b,Darwinia,Jul 14 2005,84,444,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd79c,Uplink,Aug 23 2006,75,1240,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd79d,DEFCON,Sep 29 2006,84,1655,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd79e,Multiwinia,Sep 19 2008,76,340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd79f,Dangerous Waters,Feb 7 2006,82,112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99
 steamgames,59f307b41f0d6766995cd7a0,Space Empires IV Deluxe,Feb 7 2006,79,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7a1,Jagged Alliance 2 Gold,Jul 6 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7a2,Disciples II: Rise of the Elves,Jul 6 2006,80,299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.49
 steamgames,59f307b41f0d6766995cd7a3,Disciples II: Galleans Return,Jul 6 2006,84,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.49
 steamgames,59f307b41f0d6766995cd7a4,Iron Warriors: T - 72 Tank Command,Jul 26 2006,56,210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7a5,Space Empires V,Oct 16 2006,68,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99
 steamgames,59f307b41f0d6766995cd7a6,Arx Fatalis,Apr 3 2007,77,389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7a7,Source Filmmaker,Jul 10 2012,0,10079,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
 steamgames,59f307b41f0d6766995cd7a8,Earth 2160,Apr 1 2006,73,412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7a9,Two Worlds Epic Edition,Apr 30 2009,65,2399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7aa,Dark Messiah of Might & Magic,Oct 25 2006,72,2776,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7ab,Dark Messiah of Might & Magic,Oct 25 2006,72,2776,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7ac,Quake III Arena,Aug 3 2007,0,656,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99
 steamgames,59f307b41f0d6766995cd7ad,Quake IV,Aug 4 2011,81,509,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99
 steamgames,59f307b41f0d6766995cd7ae,Wolfenstein 3D,Aug 3 2007,0,1061,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7af,Ultimate Doom,Aug 3 2007,0,2000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b0,Final DOOM,Aug 3 2007,0,389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b1,DOOM II,Aug 3 2007,83,1279,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b2,QUAKE,Aug 3 2007,94,1266,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b3,QUAKE II,Aug 3 2007,0,660,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b4,QUAKE II Mission Pack: The Reckoning,Aug 3 2007,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.99
 steamgames,59f307b41f0d6766995cd7b5,QUAKE II Mission Pack: Ground Zero,Aug 3 2007,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.99
 steamgames,59f307b41f0d6766995cd7b6,QUAKE III: Team Arena,Aug 3 2007,69,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.99
 steamgames,59f307b41f0d6766995cd7b7,HeXen: Beyond Heretic,Aug 3 2007,0,158,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b8,HeXen: Deathkings of the Dark Citadel,Aug 3 2007,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7b9,Heretic: Shadow of the Serpent Riders,Aug 3 2007,0,241,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7ba,The Ship: Murder Party,Jul 11 2006,76,5026,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7bb,The Ship: Single Player,Nov 20 2006,0,706,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
 steamgames,59f307b41f0d6766995cd7bc,Bloody Good Time,Oct 29 2010,73,716,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7bd,Shadowgrounds,May 8 2006,74,973,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.99
 steamgames,59f307b41f0d6766995cd7be,Gumboy - Crazy Adventures(tm),Dec 19 2006,69,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7bf,Gumboy - Crazy Adventures(tm),Dec 19 2006,69,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7c0,RIP - Trilogy(tm),Jun 1 2007,0,291,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7c1,RIP - Trilogy(tm),Jun 1 2007,0,291,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7c2,RIP - Trilogy(tm),Jun 1 2007,0,291,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7c3,Vigil: Blood Bitterness(tm),Jun 29 2007,61,129,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
 steamgames,59f307b41f0d6766995cd7c4,Alpha Prime,Nov 7 2007,59,984,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7c5,Vampire: The Masquerade - Bloodlines,Mar 22 2007,80,3983,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7c6,GUN(tm),Oct 13 2006,76,351,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7c7,Call of Duty(r),Oct 13 2006,91,851,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7c8,Call of Duty(r) 2,Oct 13 2006,86,1307,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7c9,Call of Duty: United Offensive,Oct 13 2006,87,318,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7ca,RollerCoaster Tycoon(r) 3: Platinum,Mar 12 2008,81,2579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19.99
 steamgames,59f307b41f0d6766995cd7cb,Act of War: Direct Action,Mar 12 2008,82,109,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.99
 steamgames,59f307b41f0d6766995cd7cc,ThreadSpace: Hyperbol,Jul 12 2007,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7cd,ARMA: Combat Operations,Mar 12 2008,74,181,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.99
 steamgames,59f307b41f0d6766995cd7ce,X2: The Threat,Jul 21 2006,72,183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7cf,X3: Reunion,Jul 21 2006,71,280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7d0,X3: Terran Conflict,Oct 16 2008,73,1262,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15.99
 steamgames,59f307b41f0d6766995cd7d1,X: Beyond the Frontier,Oct 8 2010,67,136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7d2,X: Tension,Oct 8 2010,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7d3,X Rebirth,Nov 15 2013,33,5637,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29.99
 steamgames,59f307b41f0d6766995cd7d4,688(I) Hunter/Killer,Oct 26 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7d5,Fleet Command,Oct 26 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7d6,Sub Command,Oct 26 2006,84,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7d7,FlatOut 2(tm),Dec 21 2006,76,2870,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7d8,GTI Racing,Aug 24 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7d9,Xpand Rally,Aug 24 2006,82,116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7da,Call of Juarez(tm),Nov 8 2007,72,501,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7db,Xpand Rally Xtreme,Oct 8 2008,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7dc,Men of War: Red Tide,Nov 1 2009,77,228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7dd,Kings Bounty: Armored Princess,Nov 19 2009,82,308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7de,Painkiller: Black Edition,Jan 24 2007,81,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.99
 steamgames,59f307b41f0d6766995cd7df,Genesis Rising,Aug 6 2007,57,103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e0,Safecracker: The Ultimate Puzzle Adventure,Aug 29 2007,69,321,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e1,Painkiller Overdose,Oct 30 2007,65,374,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e2,Bejeweled 2 Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e3,Chuzzle Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e4,Insaniquarium Deluxe,Aug 30 2006,0,414,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e5,Zuma Deluxe,Aug 30 2006,0,118,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e6,AstroPop Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e7,Bejeweled Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e8,Big Money! Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7e9,Dynomite Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7ea,Feeding Frenzy 2 Deluxe,Aug 30 2006,0,159,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
 steamgames,59f307b41f0d6766995cd7eb,Hammer Heads Deluxe,Aug 30 2006,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
