type,_id,category,clothing_size,clothing_type,item_name,clothing_color,price,cost,clothing_brand,item_key
inventory_items,59f307fd1f0d6766995d33c3,both,XS,pants,"California Clothing, Inc.,pants,pink,XS",pink,18.0,15.0,"California Clothing, Inc.",item_key_37
inventory_items,59f307fd1f0d6766995d33c4,both,XS,pants,"California Clothing, Inc.,pants,red,XS",red,18.0,15.0,"California Clothing, Inc.",item_key_38
inventory_items,59f307fd1f0d6766995d33c5,both,XS,pants,"California Clothing, Inc.,pants,orange,XS",orange,18.0,15.0,"California Clothing, Inc.",item_key_39
inventory_items,59f307fd1f0d6766995d33c6,both,XS,pants,"California Clothing, Inc.,pants,yellow,XS",yellow,18.0,15.0,"California Clothing, Inc.",item_key_40
inventory_items,59f307fd1f0d6766995d33c7,both,XS,pants,"California Clothing, Inc.,pants,green,XS",green,18.0,15.0,"California Clothing, Inc.",item_key_41
inventory_items,59f307fd1f0d6766995d33c8,both,XS,pants,"California Clothing, Inc.,pants,blue,XS",blue,18.0,15.0,"California Clothing, Inc.",item_key_42
inventory_items,59f307fd1f0d6766995d33c9,both,XS,pants,"California Clothing, Inc.,pants,purple,XS",purple,18.0,15.0,"California Clothing, Inc.",item_key_43
inventory_items,59f307fd1f0d6766995d33ca,both,XS,pants,"California Clothing, Inc.,pants,turquoise,XS",turquoise,18.0,15.0,"California Clothing, Inc.",item_key_44
inventory_items,59f307fd1f0d6766995d33cc,both,S,pants,"Acme, Inc.,pants,gray,S",gray,15.45,15.45,"Acme, Inc.",item_key_46
inventory_items,59f307fd1f0d6766995d33cd,both,S,pants,"Acme, Inc.,pants,white,S",white,15.45,15.45,"Acme, Inc.",item_key_47
inventory_items,59f307fd1f0d6766995d33ce,both,S,pants,"Acme, Inc.,pants,pink,S",pink,15.45,15.45,"Acme, Inc.",item_key_48
inventory_items,59f307fd1f0d6766995d33cf,both,S,pants,"Acme, Inc.,pants,red,S",red,15.45,15.45,"Acme, Inc.",item_key_49
inventory_items,59f307fd1f0d6766995d33d0,both,S,pants,"Acme, Inc.,pants,orange,S",orange,15.45,15.45,"Acme, Inc.",item_key_50
inventory_items,59f307fd1f0d6766995d33d1,both,S,pants,"Acme, Inc.,pants,yellow,S",yellow,15.45,15.45,"Acme, Inc.",item_key_51
inventory_items,59f307fd1f0d6766995d33d2,both,S,pants,"Acme, Inc.,pants,green,S",green,15.45,15.45,"Acme, Inc.",item_key_52
inventory_items,59f307fd1f0d6766995d33d3,both,S,pants,"Acme, Inc.,pants,blue,S",blue,15.45,15.45,"Acme, Inc.",item_key_53
inventory_items,59f307fd1f0d6766995d33d4,both,S,pants,"Acme, Inc.,pants,purple,S",purple,15.45,15.45,"Acme, Inc.",item_key_54
inventory_items,59f307fd1f0d6766995d33d5,both,S,pants,"Acme, Inc.,pants,turquoise,S",turquoise,15.45,15.45,"Acme, Inc.",item_key_55
inventory_items,59f307fd1f0d6766995d33d6,both,S,pants,"Fancy Clothes, Inc.,pants,black,S",black,27.81,15.45,"Fancy Clothes, Inc.",item_key_56
inventory_items,59f307fd1f0d6766995d33d7,both,S,pants,"Fancy Clothes, Inc.,pants,gray,S",gray,27.81,15.45,"Fancy Clothes, Inc.",item_key_57
inventory_items,59f307fd1f0d6766995d33d8,both,S,pants,"Fancy Clothes, Inc.,pants,white,S",white,27.81,15.45,"Fancy Clothes, Inc.",item_key_58
inventory_items,59f307fd1f0d6766995d33d9,both,S,pants,"Fancy Clothes, Inc.,pants,pink,S",pink,27.81,15.45,"Fancy Clothes, Inc.",item_key_59
inventory_items,59f307fd1f0d6766995d33da,both,S,pants,"Fancy Clothes, Inc.,pants,red,S",red,27.81,15.45,"Fancy Clothes, Inc.",item_key_60
inventory_items,59f307fd1f0d6766995d33db,both,S,pants,"Fancy Clothes, Inc.,pants,orange,S",orange,27.81,15.45,"Fancy Clothes, Inc.",item_key_61
inventory_items,59f307fd1f0d6766995d33dc,both,S,pants,"Fancy Clothes, Inc.,pants,yellow,S",yellow,27.81,15.45,"Fancy Clothes, Inc.",item_key_62
inventory_items,59f307fd1f0d6766995d33dd,both,S,pants,"Fancy Clothes, Inc.,pants,green,S",green,27.81,15.45,"Fancy Clothes, Inc.",item_key_63
inventory_items,59f307fd1f0d6766995d33de,both,S,pants,"Fancy Clothes, Inc.,pants,blue,S",blue,27.81,15.45,"Fancy Clothes, Inc.",item_key_64
inventory_items,59f307fd1f0d6766995d33df,both,S,pants,"Fancy Clothes, Inc.,pants,purple,S",purple,27.81,15.45,"Fancy Clothes, Inc.",item_key_65
inventory_items,59f307fd1f0d6766995d33e0,both,S,pants,"Fancy Clothes, Inc.,pants,turquoise,S",turquoise,27.81,15.45,"Fancy Clothes, Inc.",item_key_66
inventory_items,59f307fd1f0d6766995d33e1,both,S,pants,"Discount Threads, Inc.,pants,black,S",black,13.9,15.45,"Discount Threads, Inc.",item_key_67
inventory_items,59f307fd1f0d6766995d33e2,both,S,pants,"Discount Threads, Inc.,pants,gray,S",gray,13.9,15.45,"Discount Threads, Inc.",item_key_68
inventory_items,59f307fd1f0d6766995d33e3,both,S,pants,"Discount Threads, Inc.,pants,white,S",white,13.9,15.45,"Discount Threads, Inc.",item_key_69
inventory_items,59f307fd1f0d6766995d33e4,both,S,pants,"Discount Threads, Inc.,pants,pink,S",pink,13.9,15.45,"Discount Threads, Inc.",item_key_70
inventory_items,59f307fd1f0d6766995d33e5,both,S,pants,"Discount Threads, Inc.,pants,red,S",red,13.9,15.45,"Discount Threads, Inc.",item_key_71
inventory_items,59f307fd1f0d6766995d33e6,both,S,pants,"Discount Threads, Inc.,pants,orange,S",orange,13.9,15.45,"Discount Threads, Inc.",item_key_72
inventory_items,59f307fd1f0d6766995d33e7,both,S,pants,"Discount Threads, Inc.,pants,yellow,S",yellow,13.9,15.45,"Discount Threads, Inc.",item_key_73
inventory_items,59f307fd1f0d6766995d33e8,both,S,pants,"Discount Threads, Inc.,pants,green,S",green,13.9,15.45,"Discount Threads, Inc.",item_key_74
inventory_items,59f307fd1f0d6766995d33e9,both,S,pants,"Discount Threads, Inc.,pants,blue,S",blue,13.9,15.45,"Discount Threads, Inc.",item_key_75
inventory_items,59f307fd1f0d6766995d33ea,both,S,pants,"Discount Threads, Inc.,pants,purple,S",purple,13.9,15.45,"Discount Threads, Inc.",item_key_76
inventory_items,59f307fd1f0d6766995d33eb,both,S,pants,"Discount Threads, Inc.,pants,turquoise,S",turquoise,13.9,15.45,"Discount Threads, Inc.",item_key_77
inventory_items,59f307fd1f0d6766995d33ec,both,S,pants,"California Clothing, Inc.,pants,black,S",black,18.54,15.45,"California Clothing, Inc.",item_key_78
inventory_items,59f307fd1f0d6766995d33ed,both,S,pants,"California Clothing, Inc.,pants,gray,S",gray,18.54,15.45,"California Clothing, Inc.",item_key_79
inventory_items,59f307fd1f0d6766995d33ee,both,S,pants,"California Clothing, Inc.,pants,white,S",white,18.54,15.45,"California Clothing, Inc.",item_key_80
inventory_items,59f307fd1f0d6766995d33ef,both,S,pants,"California Clothing, Inc.,pants,pink,S",pink,18.54,15.45,"California Clothing, Inc.",item_key_81
inventory_items,59f307fd1f0d6766995d33f0,both,S,pants,"California Clothing, Inc.,pants,red,S",red,18.54,15.45,"California Clothing, Inc.",item_key_82
inventory_items,59f307fd1f0d6766995d33f1,both,S,pants,"California Clothing, Inc.,pants,orange,S",orange,18.54,15.45,"California Clothing, Inc.",item_key_83
inventory_items,59f307fd1f0d6766995d33f2,both,S,pants,"California Clothing, Inc.,pants,yellow,S",yellow,18.54,15.45,"California Clothing, Inc.",item_key_84
inventory_items,59f307fd1f0d6766995d33f7,both,M,pants,"Acme, Inc.,pants,black,M",black,15.75,15.75,"Acme, Inc.",item_key_89
inventory_items,59f307fd1f0d6766995d33f3,both,S,pants,"California Clothing, Inc.,pants,green,S",green,18.54,15.45,"California Clothing, Inc.",item_key_85
inventory_items,59f307fd1f0d6766995d33f4,both,S,pants,"California Clothing, Inc.,pants,blue,S",blue,18.54,15.45,"California Clothing, Inc.",item_key_86
inventory_items,59f307fd1f0d6766995d33f5,both,S,pants,"California Clothing, Inc.,pants,purple,S",purple,18.54,15.45,"California Clothing, Inc.",item_key_87
inventory_items,59f307fd1f0d6766995d33f6,both,S,pants,"California Clothing, Inc.,pants,turquoise,S",turquoise,18.54,15.45,"California Clothing, Inc.",item_key_88
inventory_items,59f307fd1f0d6766995d33f8,both,M,pants,"Acme, Inc.,pants,gray,M",gray,15.75,15.75,"Acme, Inc.",item_key_90
inventory_items,59f307fd1f0d6766995d33f9,both,M,pants,"Acme, Inc.,pants,white,M",white,15.75,15.75,"Acme, Inc.",item_key_91
inventory_items,59f307fd1f0d6766995d33fa,both,M,pants,"Acme, Inc.,pants,pink,M",pink,15.75,15.75,"Acme, Inc.",item_key_92
inventory_items,59f307fd1f0d6766995d33fb,both,M,pants,"Acme, Inc.,pants,red,M",red,15.75,15.75,"Acme, Inc.",item_key_93
inventory_items,59f307fd1f0d6766995d33fc,both,M,pants,"Acme, Inc.,pants,orange,M",orange,15.75,15.75,"Acme, Inc.",item_key_94
inventory_items,59f307fd1f0d6766995d33fd,both,M,pants,"Acme, Inc.,pants,yellow,M",yellow,15.75,15.75,"Acme, Inc.",item_key_95
inventory_items,59f307fd1f0d6766995d33fe,both,M,pants,"Acme, Inc.,pants,green,M",green,15.75,15.75,"Acme, Inc.",item_key_96
inventory_items,59f307fd1f0d6766995d33ff,both,M,pants,"Acme, Inc.,pants,blue,M",blue,15.75,15.75,"Acme, Inc.",item_key_97
inventory_items,59f307fd1f0d6766995d3400,both,M,pants,"Acme, Inc.,pants,purple,M",purple,15.75,15.75,"Acme, Inc.",item_key_98
inventory_items,59f307fd1f0d6766995d3401,both,M,pants,"Acme, Inc.,pants,turquoise,M",turquoise,15.75,15.75,"Acme, Inc.",item_key_99
inventory_items,59f307fd1f0d6766995d3402,both,M,pants,"Fancy Clothes, Inc.,pants,black,M",black,28.35,15.75,"Fancy Clothes, Inc.",item_key_100
inventory_items,59f307fd1f0d6766995d3403,both,M,pants,"Fancy Clothes, Inc.,pants,gray,M",gray,28.35,15.75,"Fancy Clothes, Inc.",item_key_101
inventory_items,59f307fd1f0d6766995d3404,both,M,pants,"Fancy Clothes, Inc.,pants,white,M",white,28.35,15.75,"Fancy Clothes, Inc.",item_key_102
inventory_items,59f307fd1f0d6766995d3405,both,M,pants,"Fancy Clothes, Inc.,pants,pink,M",pink,28.35,15.75,"Fancy Clothes, Inc.",item_key_103
inventory_items,59f307fd1f0d6766995d3406,both,M,pants,"Fancy Clothes, Inc.,pants,red,M",red,28.35,15.75,"Fancy Clothes, Inc.",item_key_104
inventory_items,59f307fd1f0d6766995d3407,both,M,pants,"Fancy Clothes, Inc.,pants,orange,M",orange,28.35,15.75,"Fancy Clothes, Inc.",item_key_105
inventory_items,59f307fd1f0d6766995d3408,both,M,pants,"Fancy Clothes, Inc.,pants,yellow,M",yellow,28.35,15.75,"Fancy Clothes, Inc.",item_key_106
inventory_items,59f307fd1f0d6766995d3409,both,M,pants,"Fancy Clothes, Inc.,pants,green,M",green,28.35,15.75,"Fancy Clothes, Inc.",item_key_107
inventory_items,59f307fd1f0d6766995d340a,both,M,pants,"Fancy Clothes, Inc.,pants,blue,M",blue,28.35,15.75,"Fancy Clothes, Inc.",item_key_108
inventory_items,59f307fd1f0d6766995d340b,both,M,pants,"Fancy Clothes, Inc.,pants,purple,M",purple,28.35,15.75,"Fancy Clothes, Inc.",item_key_109
inventory_items,59f307fd1f0d6766995d340c,both,M,pants,"Fancy Clothes, Inc.,pants,turquoise,M",turquoise,28.35,15.75,"Fancy Clothes, Inc.",item_key_110
inventory_items,59f307fd1f0d6766995d340d,both,M,pants,"Discount Threads, Inc.,pants,black,M",black,14.18,15.75,"Discount Threads, Inc.",item_key_111
inventory_items,59f307fd1f0d6766995d340e,both,M,pants,"Discount Threads, Inc.,pants,gray,M",gray,14.18,15.75,"Discount Threads, Inc.",item_key_112
inventory_items,59f307fd1f0d6766995d340f,both,M,pants,"Discount Threads, Inc.,pants,white,M",white,14.18,15.75,"Discount Threads, Inc.",item_key_113
inventory_items,59f307fd1f0d6766995d3410,both,M,pants,"Discount Threads, Inc.,pants,pink,M",pink,14.18,15.75,"Discount Threads, Inc.",item_key_114
inventory_items,59f307fd1f0d6766995d3411,both,M,pants,"Discount Threads, Inc.,pants,red,M",red,14.18,15.75,"Discount Threads, Inc.",item_key_115
inventory_items,59f307fd1f0d6766995d3412,both,M,pants,"Discount Threads, Inc.,pants,orange,M",orange,14.18,15.75,"Discount Threads, Inc.",item_key_116
inventory_items,59f307fd1f0d6766995d3413,both,M,pants,"Discount Threads, Inc.,pants,yellow,M",yellow,14.18,15.75,"Discount Threads, Inc.",item_key_117
inventory_items,59f307fd1f0d6766995d3414,both,M,pants,"Discount Threads, Inc.,pants,green,M",green,14.18,15.75,"Discount Threads, Inc.",item_key_118
inventory_items,59f307fd1f0d6766995d3415,both,M,pants,"Discount Threads, Inc.,pants,blue,M",blue,14.18,15.75,"Discount Threads, Inc.",item_key_119
inventory_items,59f307fd1f0d6766995d3416,both,M,pants,"Discount Threads, Inc.,pants,purple,M",purple,14.18,15.75,"Discount Threads, Inc.",item_key_120
inventory_items,59f307fd1f0d6766995d3417,both,M,pants,"Discount Threads, Inc.,pants,turquoise,M",turquoise,14.18,15.75,"Discount Threads, Inc.",item_key_121
inventory_items,59f307fd1f0d6766995d3418,both,M,pants,"California Clothing, Inc.,pants,black,M",black,18.9,15.75,"California Clothing, Inc.",item_key_122
inventory_items,59f307fd1f0d6766995d3419,both,M,pants,"California Clothing, Inc.,pants,gray,M",gray,18.9,15.75,"California Clothing, Inc.",item_key_123
inventory_items,59f307fd1f0d6766995d341a,both,M,pants,"California Clothing, Inc.,pants,white,M",white,18.9,15.75,"California Clothing, Inc.",item_key_124
inventory_items,59f307fd1f0d6766995d341b,both,M,pants,"California Clothing, Inc.,pants,pink,M",pink,18.9,15.75,"California Clothing, Inc.",item_key_125
inventory_items,59f307fd1f0d6766995d341c,both,M,pants,"California Clothing, Inc.,pants,red,M",red,18.9,15.75,"California Clothing, Inc.",item_key_126
inventory_items,59f307fd1f0d6766995d341d,both,M,pants,"California Clothing, Inc.,pants,orange,M",orange,18.9,15.75,"California Clothing, Inc.",item_key_127
inventory_items,59f307fd1f0d6766995d341e,both,M,pants,"California Clothing, Inc.,pants,yellow,M",yellow,18.9,15.75,"California Clothing, Inc.",item_key_128
inventory_items,59f307fd1f0d6766995d341f,both,M,pants,"California Clothing, Inc.,pants,green,M",green,18.9,15.75,"California Clothing, Inc.",item_key_129
inventory_items,59f307fd1f0d6766995d3420,both,M,pants,"California Clothing, Inc.,pants,blue,M",blue,18.9,15.75,"California Clothing, Inc.",item_key_130
inventory_items,59f307fd1f0d6766995d3421,both,M,pants,"California Clothing, Inc.,pants,purple,M",purple,18.9,15.75,"California Clothing, Inc.",item_key_131
inventory_items,59f307fd1f0d6766995d3422,both,M,pants,"California Clothing, Inc.,pants,turquoise,M",turquoise,18.9,15.75,"California Clothing, Inc.",item_key_132
inventory_items,59f307fd1f0d6766995d3423,both,L,pants,"Acme, Inc.,pants,black,L",black,16.05,16.05,"Acme, Inc.",item_key_133
inventory_items,59f307fd1f0d6766995d3424,both,L,pants,"Acme, Inc.,pants,gray,L",gray,16.05,16.05,"Acme, Inc.",item_key_134
inventory_items,59f307fd1f0d6766995d3425,both,L,pants,"Acme, Inc.,pants,white,L",white,16.05,16.05,"Acme, Inc.",item_key_135
inventory_items,59f307fd1f0d6766995d3426,both,L,pants,"Acme, Inc.,pants,pink,L",pink,16.05,16.05,"Acme, Inc.",item_key_136
inventory_items,59f307fd1f0d6766995d3427,both,L,pants,"Acme, Inc.,pants,red,L",red,16.05,16.05,"Acme, Inc.",item_key_137
inventory_items,59f307fd1f0d6766995d3428,both,L,pants,"Acme, Inc.,pants,orange,L",orange,16.05,16.05,"Acme, Inc.",item_key_138
inventory_items,59f307fd1f0d6766995d3429,both,L,pants,"Acme, Inc.,pants,yellow,L",yellow,16.05,16.05,"Acme, Inc.",item_key_139
inventory_items,59f307fd1f0d6766995d342a,both,L,pants,"Acme, Inc.,pants,green,L",green,16.05,16.05,"Acme, Inc.",item_key_140
inventory_items,59f307fd1f0d6766995d342b,both,L,pants,"Acme, Inc.,pants,blue,L",blue,16.05,16.05,"Acme, Inc.",item_key_141
inventory_items,59f307fd1f0d6766995d342c,both,L,pants,"Acme, Inc.,pants,purple,L",purple,16.05,16.05,"Acme, Inc.",item_key_142
inventory_items,59f307fd1f0d6766995d342d,both,L,pants,"Acme, Inc.,pants,turquoise,L",turquoise,16.05,16.05,"Acme, Inc.",item_key_143
inventory_items,59f307fd1f0d6766995d342e,both,L,pants,"Fancy Clothes, Inc.,pants,black,L",black,28.89,16.05,"Fancy Clothes, Inc.",item_key_144
inventory_items,59f307fd1f0d6766995d342f,both,L,pants,"Fancy Clothes, Inc.,pants,gray,L",gray,28.89,16.05,"Fancy Clothes, Inc.",item_key_145
inventory_items,59f307fd1f0d6766995d3430,both,L,pants,"Fancy Clothes, Inc.,pants,white,L",white,28.89,16.05,"Fancy Clothes, Inc.",item_key_146
inventory_items,59f307fd1f0d6766995d3431,both,L,pants,"Fancy Clothes, Inc.,pants,pink,L",pink,28.89,16.05,"Fancy Clothes, Inc.",item_key_147
inventory_items,59f307fd1f0d6766995d3432,both,L,pants,"Fancy Clothes, Inc.,pants,red,L",red,28.89,16.05,"Fancy Clothes, Inc.",item_key_148
inventory_items,59f307fd1f0d6766995d3433,both,L,pants,"Fancy Clothes, Inc.,pants,orange,L",orange,28.89,16.05,"Fancy Clothes, Inc.",item_key_149
inventory_items,59f307fd1f0d6766995d3434,both,L,pants,"Fancy Clothes, Inc.,pants,yellow,L",yellow,28.89,16.05,"Fancy Clothes, Inc.",item_key_150
inventory_items,59f307fd1f0d6766995d3435,both,L,pants,"Fancy Clothes, Inc.,pants,green,L",green,28.89,16.05,"Fancy Clothes, Inc.",item_key_151
inventory_items,59f307fd1f0d6766995d3436,both,L,pants,"Fancy Clothes, Inc.,pants,blue,L",blue,28.89,16.05,"Fancy Clothes, Inc.",item_key_152
inventory_items,59f307fd1f0d6766995d3437,both,L,pants,"Fancy Clothes, Inc.,pants,purple,L",purple,28.89,16.05,"Fancy Clothes, Inc.",item_key_153
inventory_items,59f307fd1f0d6766995d3438,both,L,pants,"Fancy Clothes, Inc.,pants,turquoise,L",turquoise,28.89,16.05,"Fancy Clothes, Inc.",item_key_154
inventory_items,59f307fd1f0d6766995d3439,both,L,pants,"Discount Threads, Inc.,pants,black,L",black,14.45,16.05,"Discount Threads, Inc.",item_key_155
inventory_items,59f307fd1f0d6766995d343a,both,L,pants,"Discount Threads, Inc.,pants,gray,L",gray,14.45,16.05,"Discount Threads, Inc.",item_key_156
inventory_items,59f307fd1f0d6766995d343b,both,L,pants,"Discount Threads, Inc.,pants,white,L",white,14.45,16.05,"Discount Threads, Inc.",item_key_157
inventory_items,59f307fd1f0d6766995d343c,both,L,pants,"Discount Threads, Inc.,pants,pink,L",pink,14.45,16.05,"Discount Threads, Inc.",item_key_158
inventory_items,59f307fd1f0d6766995d343d,both,L,pants,"Discount Threads, Inc.,pants,red,L",red,14.45,16.05,"Discount Threads, Inc.",item_key_159
inventory_items,59f307fd1f0d6766995d343e,both,L,pants,"Discount Threads, Inc.,pants,orange,L",orange,14.45,16.05,"Discount Threads, Inc.",item_key_160
inventory_items,59f307fd1f0d6766995d343f,both,L,pants,"Discount Threads, Inc.,pants,yellow,L",yellow,14.45,16.05,"Discount Threads, Inc.",item_key_161
inventory_items,59f307fd1f0d6766995d3440,both,L,pants,"Discount Threads, Inc.,pants,green,L",green,14.45,16.05,"Discount Threads, Inc.",item_key_162
inventory_items,59f307fd1f0d6766995d3441,both,L,pants,"Discount Threads, Inc.,pants,blue,L",blue,14.45,16.05,"Discount Threads, Inc.",item_key_163
inventory_items,59f307fd1f0d6766995d3442,both,L,pants,"Discount Threads, Inc.,pants,purple,L",purple,14.45,16.05,"Discount Threads, Inc.",item_key_164
inventory_items,59f307fd1f0d6766995d3443,both,L,pants,"Discount Threads, Inc.,pants,turquoise,L",turquoise,14.45,16.05,"Discount Threads, Inc.",item_key_165
inventory_items,59f307fd1f0d6766995d3444,both,L,pants,"California Clothing, Inc.,pants,black,L",black,19.26,16.05,"California Clothing, Inc.",item_key_166
inventory_items,59f307fd1f0d6766995d3445,both,L,pants,"California Clothing, Inc.,pants,gray,L",gray,19.26,16.05,"California Clothing, Inc.",item_key_167
inventory_items,59f307fd1f0d6766995d3446,both,L,pants,"California Clothing, Inc.,pants,white,L",white,19.26,16.05,"California Clothing, Inc.",item_key_168
inventory_items,59f307fd1f0d6766995d3447,both,L,pants,"California Clothing, Inc.,pants,pink,L",pink,19.26,16.05,"California Clothing, Inc.",item_key_169
inventory_items,59f307fd1f0d6766995d3448,both,L,pants,"California Clothing, Inc.,pants,red,L",red,19.26,16.05,"California Clothing, Inc.",item_key_170
inventory_items,59f307fd1f0d6766995d3449,both,L,pants,"California Clothing, Inc.,pants,orange,L",orange,19.26,16.05,"California Clothing, Inc.",item_key_171
inventory_items,59f307fd1f0d6766995d344a,both,L,pants,"California Clothing, Inc.,pants,yellow,L",yellow,19.26,16.05,"California Clothing, Inc.",item_key_172
inventory_items,59f307fd1f0d6766995d344b,both,L,pants,"California Clothing, Inc.,pants,green,L",green,19.26,16.05,"California Clothing, Inc.",item_key_173
inventory_items,59f307fd1f0d6766995d344c,both,L,pants,"California Clothing, Inc.,pants,blue,L",blue,19.26,16.05,"California Clothing, Inc.",item_key_174
